X.5,X.4,X.3,X.1,X,Unnamed..0,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,PROLIFICID,CONSENT,EXPGRP,CHIN_SPECIFIC,CHIN_SPECIFIC_6_TEXT,NONASIA_SPECIFIC,NONASIA_SPECIFIC_19_TEXT,NonWNonA_Specific,NonWNonA_Specific_7_TEXT,NonWNonA_Specific_14_TEXT,OTHER_RACE_1,OTHER_RACE_2,OTHER_RACE_3,OTHER_RACE_4,OTHER_RACE_5,OTHER_RACE_6,OTHER_RACE_7,OTHER_RACE_4_TEXT,OTHER_RACE_5_TEXT,OTHER_RACE_6_TEXT,OTHER_RACE_7_TEXT,DOB_1,DOB_2,DOB_3,SEX,SEX_4_TEXT,EDUCATION_1,EDUCATION_2,EDUCATION_3,COUNTRY_BORN,COUNTRY_BORN_2_TEXT,BIRTHCTRY_RESIDENCE,OTHER_COUNTRIES.1_1_TEXT,OTHER_COUNTRIES.1_1_1,OTHER_COUNTRIES.1_2_TEXT,OTHER_COUNTRIES.1_2_1,OTHER_COUNTRIES.1_3_TEXT,OTHER_COUNTRIES.1_3_1,OTHER_COUNTRIES.1_4_TEXT,OTHER_COUNTRIES.1_4_1,OTHER_COUNTRIES.1_5_TEXT,OTHER_COUNTRIES.1_5_1,OTHER_COUNTRIES.1_6_TEXT,OTHER_COUNTRIES.1_6_1,OTHER_COUNTRIES.1_7_TEXT,OTHER_COUNTRIES.1_7_1,OTHER_COUNTRIES.1_8_TEXT,OTHER_COUNTRIES.1_8_1,FIRST_LANGUAGE,FIRST_LANGUAGE_2_TEXT,OTHER_LANGUAGES,OCCUPATION,HH_INCOME,COVSCRN01,COVSCRN02_P,COVSCRN03,EXPGRP_TEXT,CHIN_SPECIFIC_TEXT,CONTINENT_BORN_TEXT_1,CONTINENT_BORN_TEXT_2,CONTINENT_BORN_TEXT_3,HAS_LIVED_USA,HH_INCOME_TEXT,DOB_YEAR,DOB_YEAR_PERIODE,EDUCATION_1_TEXT,SEX_TEXT,demo_class,X.2,AMBI_BIG5_Neuroticism,AMBI_BIG5_Extraversion,AMBI_BIG5_Openness,AMBI_BIG5_Agreeableness,AMBI_BIG5_Conscientiousness,covmis_att_flu,covmis_att_afrDie,covmis_att_eldrNoBgDl,covmis_att_rareNoWorr,covmis_att_bgThrt,covmis_cnsp_ctiusAsian,covmis_cnsp_stpCovStpImmi,covmis_cnsp_redIntWthChina,covmis_cnsp_chnsCovRcst,covmis_orgn_covPlnnd,covmis_orgn_covNat,covmis_orgn_covNgeenLab,covmis_orgn_scntFkNwsCov,covmis_pltc_polBgDlIntrst,covmis_pltc_covNtSerPolSay,covmis_pltc_polDwnplCovPlpLDngr,covmis_cvrg_mdiaCovBgrDl,covmis_cvrg_nwsGdJbComCov,covmis_cvrg_mdiaUseCovMkTrmpRepLkBd,covmis_anti_frGovUseCovMndtVacc,covmis_anti_thnksNoCovVacc,covmis_anti_covVacEffRedVirus,covmis_mdsk_medOrgUntrust,covmis_mdsk_skeptInfoDocSci,covmis_mdsk_medOrgRecBstInt,covmis_mdsk_fllwRecMedOrgImp,cov_class,covqual_class,age_education,neuroticism_qual,extraversion_qual,openness_qual,conscientiousness_qual,agreeableness_qual,covqual_class_2,EDUCATION_2_TEXT,DOB_AGE_BRACKET,HH_INCOME_TEXT2,CovidSkepticism,CovidSkepticism2,CovidSkepticism2norm,ID
548,548,548,548,547,549,6/11/2020 17:45,6/11/2020 18:12,0,68.13.242.97,100,1625,1,6/11/2020 18:12,R_Ah9XxisJpG7Wb8R,NA,NA,NA,NA,36.09440613,-95.97170258,anonymous,EN,0.9,55a75835fdf99b26395fae40,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,17,91,2,-99,2,2,2,1,-99,30,USA,30,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,personal shopper,4,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$50,000 to $70,000",1991,"(1985,1995]",High school graduate,Female,1,548,1.37695396999556,-1.65448381388759,-1.11302230213512,1.14995279326099,-1.44302334484467,1,2,1,1,1,1,6,5,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,25 - 45y_No college degree,high,weak,middle,weak,high,Believers,No college degree,25 - 35y,"$30,000 to $70,000",7.35499479375215,2.58303579727793,1.46304676839377,548
549,549,549,549,548,550,6/11/2020 17:36,6/11/2020 18:12,0,174.109.68.49,100,2122,1,6/11/2020 18:12,R_31YQ6Uvq8CkhFLZ,NA,NA,NA,NA,36.03900146,-78.87799835,anonymous,EN,0.9,5e0e31c179f2fa58ed5bc904,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,26,92,1,-99,5,3,4,1,-99,28.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Teacher,5,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$70,000 to $100,000",1992,"(1985,1995]",Bachelor's degree in college,Male,1,549,-0.699583361371308,-0.432964629290887,-0.191865461195694,0.591826142739211,-0.590709471084542,2,4,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,3,2,3,2,2,2,1,1,25 - 45y_College degree,middle,middle,middle,middle,high,Believers,College degree,25 - 35y,"$70,000 or more",10.8515178282107,8.95606812631949,2.40871269007426,549
550,550,550,550,549,551,6/11/2020 17:45,6/11/2020 18:12,0,73.130.116.91,100,1616,1,6/11/2020 18:12,R_2v7kE2KKSec0PQS,NA,NA,NA,NA,40.79570007,-77.86180115,anonymous,EN,0.9,5e77f95053032d0b15687284,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,15,93,2,-99,6,5,5,1,-99,27.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Research and Development Engineer,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1993,"(1985,1995]",Master's degree,Female,1,550,0.824412088585362,-0.898181495114915,0.129447218218085,-0.203336297638693,-0.701529573817957,2,3,2,1,4,1,2,1,1,1,2,3,2,5,3,3,3,5,4,1,1,2,2,1,3,3,3,2,25 - 45y_Graduate degree,high,middle,middle,middle,middle,Believers,Graduate degree,25 - 35y,"$70,000 or more",22.6998255064839,28.3947219847513,3.82584003439996,550
551,551,551,551,550,552,6/11/2020 17:24,6/11/2020 18:12,0,65.188.113.59,100,2883,1,6/11/2020 18:12,R_1jHYJaUkLaf5dBZ,NA,NA,NA,NA,35.37159729,-80.52999878,anonymous,EN,0.9,5c0fcccc1f6f150001487111,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,5,28,64,2,-99,3,3,1,1,-99,57,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Homemaker,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1964,"(1955,1965]",Some college but no degree,Female,1,551,1.31113641499377,-0.829337941629619,-0.646219685909786,-0.846866153781697,1.01748613918819,1,1,1,1,1,1,1,1,4,1,1,3,1,2,1,1,3,3,1,1,1,1,4,1,1,1,1,1,+45y_No college degree,high,middle,middle,high,middle,Believers,No college degree,+45y,"$70,000 or more",9.51640784799677,7.37688476478698,2.22845693502189,551
552,552,552,552,551,553,6/11/2020 17:47,6/11/2020 18:13,0,67.45.112.73,100,1533,1,6/11/2020 18:13,R_r1nmztWdjQPMebv,NA,NA,NA,NA,37.75100708,-97.8219986,anonymous,EN,0.9,5e2b28a1c94da6180ea79d5d,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,13,96,1,-99,5,2,2,1,-99,25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Intern,1,3,NA,NA,White,NA,USA,USA,USA,TRUE,"Less than $10,000",1996,"(1995,2005]",Bachelor's degree in college,Male,2,552,0.470554807617894,0.168596701836583,1.55825331604818,0.117186718621034,-0.655503789188863,1,6,1,1,2,1,1,1,1,1,2,1,1,4,1,1,4,6,1,1,1,1,1,1,1,1,1,1,-25y_College degree,middle,middle,high,middle,middle,Believers,College degree,-25y,"Less than $30,000",9.59161803022297,15.6799306336116,3.01519449847688,552
553,553,553,553,552,554,6/11/2020 17:12,6/11/2020 18:14,0,69.209.127.127,100,3724,1,6/11/2020 18:15,R_3MzH3ToOzZkuIYw,NA,NA,NA,NA,30.4420929,-97.6339035,anonymous,EN,0.9,5ea90125117dae3737b5e552,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,4,92,1,-99,5,5,6,1,-99,28,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Programmer,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1992,"(1985,1995]",Bachelor's degree in college,Male,1,553,-1.85679865436538,0.297896593815993,0.20326122898795,0.928305253962003,1.0800903534356,2,4,2,1,2,1,4,4,2,2,2,1,3,2,1,2,2,2,4,2,1,2,1,2,2,2,2,1,25 - 45y_College degree,weak,middle,middle,high,high,Believers,College degree,25 - 35y,"$70,000 or more",18.0479536272048,17.1203953583215,3.12335104203483,553
554,554,554,554,553,555,6/11/2020 17:23,6/11/2020 18:15,0,69.141.241.140,100,3118,1,6/11/2020 18:15,R_3PpmK5hp3leLVp7,NA,NA,NA,NA,40.29930115,-73.9890976,anonymous,EN,0.9,5dd494c9b0438947e48b31b0,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,24,81,2,-99,6,3,8,1,-99,40,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,homemaker,4,2,NA,NA,White,NA,USA,USA,USA,TRUE,"$50,000 to $70,000",1981,"(1975,1985]",Master's degree,Female,1,554,0.560512849952796,1.96442580630781,0.53466613683505,0.234519684820308,1.59104774580596,1,3,1,1,1,1,2,5,2,5,4,5,3,1,1,1,4,2,5,2,1,2,2,2,3,1,2,1,25 - 45y_Graduate degree,middle,high,high,high,middle,Believers,Graduate degree,35 - 45y,"$30,000 to $70,000",24.8811383800733,23.9769645940374,3.57500852627399,554
555,555,555,555,554,556,6/11/2020 17:25,6/11/2020 18:15,0,71.73.70.83,100,3000,1,6/11/2020 18:15,R_3MnCWj8DjZOagF0,NA,NA,NA,NA,41.53860474,-81.57039642,anonymous,EN,0.9,5ca73ac06fa13f00189cbe17,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,23,65,1,-99,8,5,3,1,-99,55.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,German,Paralegal,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",1965,"(1955,1965]","Professional degree (JD, MD)",Male,1,555,-0.989507193150403,2.0207220451509,0.760356632990249,1.70411044755302,1.17546458175766,6,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,+45y_Graduate degree,middle,high,high,high,high,Believers,Graduate degree,+45y,"Less than $30,000",6.40200728621112,7.2017013438753,2.20708370949124,555
556,556,556,556,555,557,6/11/2020 17:44,6/11/2020 18:15,0,98.252.158.168,100,1882,1,6/11/2020 18:15,R_1Hiqwr0kYhXP6T2,NA,NA,NA,NA,33.69920349,-84.74780273,anonymous,EN,0.9,5dd6d370194e486498e13ab6,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,25,76,2,-99,5,2,2,1,-99,45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Consultant,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1976,"(1975,1985]",Bachelor's degree in college,Female,1,556,-1.21683543290197,-1.76743406376866,-1.71288788845766,1.20121109205195,-1.44592192477555,2,6,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,25 - 45y_College degree,weak,weak,weak,weak,high,Believers,College degree,35 - 45y,"$70,000 or more",7.3120872480506804,12.6080037567732,2.76275841776783,556
557,557,557,557,556,558,6/11/2020 17:45,6/11/2020 18:16,0,70.39.8.69,100,1834,1,6/11/2020 18:16,R_3MaldAfNq9Sfwvv,NA,NA,NA,NA,41.8993988,-93.60240173,anonymous,EN,0.9,5d9e23fbad6d3e001381f13b,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,11,26,63,1,-99,5,2,2,1,-99,57.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Program manager at a research institution,5,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$70,000 to $100,000",1963,"(1955,1965]",Bachelor's degree in college,Male,1,557,-1.3384946147445,1.16293728382163,0.505830573246805,-0.0664708825134072,0.769688453966281,1,6,1,1,5,2,1,1,1,1,1,1,1,5,3,2,5,3,4,2,2,2,2,1,2,2,3,1,+45y_College degree,weak,high,high,high,middle,Believers,College degree,+45y,"$70,000 or more",20.4932834818827,28.8861889767762,3.85225653695253,557
558,558,558,558,557,559,6/4/2020 17:44,6/4/2020 18:15,0,31.121.116.50,100,1870,0,6/11/2020 18:16,R_2rHjsKbLBClA5Yc,NA,NA,NA,NA,NA,NA,anonymous,EN,0.9,5e681e8ec130c30d6d0087d0,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,2,10,92,1,-99,2,1,1,2,FRANCE,20,SOUTH AFRICA,-99,USA,-99,ENGLAND,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,2,French,English and spanish,Restaurant manager,4,3,NA,NA,White,NA,Western Europe,Europe,Northern Country (Richer),TRUE,"$50,000 to $70,000",1992,"(1985,1995]",High school graduate,Male,6,558,-0.761771945614291,2.09578256684887,0.150868968740012,0.145778547946379,0.619576037049703,2,4,4,4,5,1,1,1,1,5,5,5,4,6,6,4,6,4,3,5,3,1,4,4,3,3,4,3,25 - 45y_No college degree,middle,high,middle,middle,middle,Skeptics,No college degree,25 - 35y,"$30,000 to $70,000",47.0782493109515,57.2009154881591,5.06632004033655,558
559,559,559,559,558,560,6/11/2020 17:13,6/11/2020 18:16,0,37.47.3.172,100,3772,1,6/11/2020 18:16,R_3gXzZ5Vurfb6uGD,NA,NA,NA,NA,52.24920654,21.00030518,anonymous,EN,0.9,5eb5909b7a289b457eee9642,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,4,101,1,-99,2,3,3,1,-99,175,POLAND,2,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,"polish, russian",student,4,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$50,000 to $70,000",2001,"(1995,2005]",High school graduate,Male,2,559,-1.02982613959102,0.45372384341584,-0.169363101385453,-0.555409186994605,0.21638112051138,3,4,2,3,3,3,4,2,4,3,3,2,3,5,4,3,4,4,4,2,3,4,4,2,4,3,4,2,-25y_No college degree,middle,middle,middle,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",38.144748408317,39.6749302721253,4.37503326324054,559
560,560,560,560,559,561,6/11/2020 17:32,6/11/2020 18:16,0,167.10.240.1,100,2664,1,6/11/2020 18:16,R_upQYPqEcoG1DDGh,NA,NA,NA,NA,38.58099365,-121.4938965,anonymous,EN,0.9,5e4c21f770e1ed0849f9a7d0,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,8,19,80,2,-99,7,2,3,1,-99,40,SCOTLAND,5,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,State government analyst,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1980,"(1975,1985]",Doctoral degree,Female,1,560,0.11404860698691,1.35772799193927,2.06760442110207,0.953877690120093,1.0519712403481,1,3,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,4,1,1,1,1,2,1,2,1,1,1,25 - 45y_Graduate degree,middle,high,high,high,high,Believers,Graduate degree,35 - 45y,"$70,000 or more",6.96682661979801,6.13630292623605,2.06985049743875,560
561,561,561,561,560,562,6/11/2020 17:48,6/11/2020 18:16,0,24.51.184.202,100,1695,1,6/11/2020 18:16,R_1DtZbNcGBGTEzR4,NA,NA,NA,NA,41.43179321,-78.54940033,anonymous,EN,0.9,5d4254db5b2c430001418a3c,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,2,12,84,2,-99,3,2,2,1,-99,37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,NONE,4,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$50,000 to $70,000",1984,"(1975,1985]",Some college but no degree,Female,1,561,1.14775280661528,-1.07690884218827,0.494676885656987,-0.241698965602807,-0.659991178692646,1,2,1,1,2,1,3,3,2,1,3,2,1,1,1,1,1,2,1,1,1,2,3,2,2,1,1,1,25 - 45y_No college degree,high,weak,high,middle,middle,Believers,No college degree,35 - 45y,"$30,000 to $70,000",9.85943509378345,5.05231473977937,1.9146493647841,561
562,562,562,562,561,563,6/11/2020 17:50,6/11/2020 18:17,0,174.255.1.204,100,1622,1,6/11/2020 18:17,R_21bqI8uTEXpzHL0,NA,NA,NA,NA,37.75100708,-97.8219986,anonymous,EN,0.9,5e9c71729aff220278b4b044,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,30,100,2,-99,3,6,1,1,-99,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Line Worker,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",2000,"(1995,2005]",Some college but no degree,Female,2,562,1.15542224188678,-1.19699950422648,0.864061926249808,0.692505055355574,-0.665435223573257,2,3,2,2,1,1,1,1,1,1,3,2,1,3,1,2,1,2,1,1,1,1,1,1,2,1,1,1,-25y_No college degree,high,weak,high,middle,high,Believers,No college degree,-25y,"Less than $30,000",7.51893769710163,10.4526271828171,2.56267980059873,562
563,563,563,563,562,564,6/11/2020 17:26,6/11/2020 18:17,0,76.201.155.145,100,3041,1,6/11/2020 18:17,R_2ay3SlvRx4swTPu,NA,NA,NA,NA,39.08610535,-94.6065979,anonymous,EN,0.9,5d9ce1981ecfd60012ccca92,1,1,NA,,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,-99,-99,-99,Latino,6,27,84,1,-99,5,2,2,1,-99,36,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Software developer,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1984,"(1975,1985]",Bachelor's degree in college,Male,1,563,-1.43499948453003,0.197617138897261,-1.30859400666287,-0.172245686637571,-0.0872099309629038,3,6,3,4,4,1,1,1,6,1,4,1,1,4,4,4,4,4,3,1,1,2,2,1,2,2,3,2,25 - 45y_College degree,weak,middle,middle,middle,middle,Believers,College degree,35 - 45y,"$70,000 or more",26.856755688643702,34.2345990488572,4.12380275562573,563
564,564,564,564,563,565,6/11/2020 17:35,6/11/2020 18:17,0,96.33.58.171,100,2521,1,6/11/2020 18:17,R_2wgF5UPfeTGOhqN,NA,NA,NA,NA,36.58180237,-87.41619873,anonymous,EN,0.9,5ce973ea6c890100012ea2ae,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,22,87,2,-99,3,4,4,1,-99,33,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Secretary Currently un employed,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",1987,"(1985,1995]",Some college but no degree,Female,1,564,1.27068348074947,-0.584915752126496,-0.0130666648682018,0.420501954453384,1.03084953886001,2,3,1,2,2,3,3,3,4,3,3,3,4,5,3,3,4,5,4,2,3,4,3,4,3,3,4,2,25 - 45y_No college degree,high,middle,middle,high,middle,Believers,No college degree,25 - 35y,"Less than $30,000",37.2397958876714,36.6967495719748,4.240260536491,564
565,565,565,565,564,566,6/11/2020 17:48,6/11/2020 18:17,0,69.249.27.175,100,1778,1,6/11/2020 18:17,R_DNSoCEPwkWKgWyJ,NA,NA,NA,NA,39.74580383,-75.58100128,anonymous,EN,0.9,5c9167ff0a216f00103ce299,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,10,3,96,2,-99,2,2,2,1,-99,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,cashier,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",1996,"(1995,2005]",High school graduate,Female,2,565,-2.7465731532821702,2.23770784512518,-0.950659865960838,2.58520654936907,1.84466339067702,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,-25y_No college degree,weak,high,middle,high,high,Believers,No college degree,-25y,"Less than $30,000",3.32202563082274,3.19028288694214,1.59231160535228,565
566,566,566,566,565,567,6/11/2020 17:45,6/11/2020 18:18,0,71.168.92.190,100,1950,1,6/11/2020 18:18,R_2Skt18VWeGANBQU,NA,NA,NA,NA,43.01100159,-71.45709991,anonymous,EN,0.9,5eb97fbd6e48da0780149530,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,23,101,1,-99,3,5,3,1,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Student,3,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$30,000 to $50,000",2001,"(1995,2005]",Some college but no degree,Male,2,566,-0.457472216729986,1.42733455462049,1.29469869918081,0.692099017307594,1.4456312976744,2,6,2,4,4,1,4,4,5,3,2,2,2,6,5,5,5,5,5,1,1,2,3,2,4,4,4,3,-25y_No college degree,middle,high,high,high,high,Skeptics,No college degree,-25y,"$30,000 to $70,000",40.5323749508197,44.3132816110414,4.57336394509025,566
567,567,567,567,566,568,6/11/2020 17:46,6/11/2020 18:18,0,128.61.120.210,100,1946,1,6/11/2020 18:18,R_25paLknsZY0GrLP,NA,NA,NA,NA,33.78379822,-84.44550323,anonymous,EN,0.9,5c02c3b20eb9aa00010dc4cc,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,23,102,1,-99,3,5,5,1,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Student,7,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$200,000 to $500,000",2002,"(1995,2005]",Some college but no degree,Male,2,567,-0.858861454292437,0.771256823431876,1.05420698788469,1.29925366819897,0.927330335677186,3,6,1,1,2,1,5,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-25y_No college degree,middle,middle,high,high,high,Believers,No college degree,-25y,"$70,000 or more",7.23128440208159,6.21987230404885,2.08110808758285,567
568,568,568,568,567,569,6/11/2020 17:44,6/11/2020 18:18,0,96.250.237.7,100,2052,1,6/11/2020 18:18,R_29uY22GeSR4USaj,NA,NA,NA,NA,40.72349548,-73.70210266,anonymous,EN,0.9,5df901cef6191f683a662ead,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,10,9,79,1,-99,5,4,4,1,-99,41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Senior Manager,7,2,NA,NA,White,NA,USA,USA,USA,TRUE,"$200,000 to $500,000",1979,"(1975,1985]",Bachelor's degree in college,Male,1,568,0.16147893383693,0.344385575598183,0.35382991193221,0.493961589426395,0.364199019896281,5,1,4,1,1,2,6,5,6,2,3,1,4,4,1,2,5,2,5,4,3,2,1,4,1,1,2,2,25 - 45y_College degree,middle,middle,middle,middle,middle,Believers,College degree,35 - 45y,"$70,000 or more",33.1386079051954,32.1169046692479,4.01955464814083,568
569,569,569,569,568,570,6/11/2020 17:43,6/11/2020 18:19,0,69.116.218.126,100,2184,1,6/11/2020 18:19,R_22Li69TZq7GQZeT,NA,NA,NA,NA,40.84210205,-72.57089996,anonymous,EN,0.9,5eb70ee80df8f662dffe22d5,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,12,15,80,1,-99,6,5,5,1,-99,40.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,Spanish,Energy Infrastructure,7,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$200,000 to $500,000",1980,"(1975,1985]",Master's degree,Male,1,569,0.360842190724485,1.35545104265935,0.387386109829377,0.396437838445923,2.03464518587882,1,3,1,1,1,5,5,4,6,1,2,3,1,2,1,1,3,3,3,1,1,1,3,1,2,2,2,1,25 - 45y_Graduate degree,middle,high,high,high,middle,Believers,Graduate degree,35 - 45y,"$70,000 or more",18.9569790937477,11.8256350869288,2.69269248171189,569
570,570,570,570,569,571,6/11/2020 17:42,6/11/2020 18:19,0,72.23.139.179,100,2254,1,6/11/2020 18:19,R_1dKsrg7YdbiXlpB,NA,NA,NA,NA,40.68499756,-80.10710144,anonymous,EN,0.9,5c22f28d70d93a0001201738,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,6,3,66,1,-99,5,2,2,1,-99,55,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Application Architect,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1966,"(1965,1975]",Bachelor's degree in college,Male,1,570,-2.45476764680036,1.59724693834579,1.00110443500214,0.850384456833529,2.29297438387966,1,6,1,1,2,1,4,5,6,1,1,1,1,6,2,1,4,3,6,1,1,1,2,2,1,1,3,1,+45y_College degree,weak,high,high,high,high,Believers,College degree,+45y,"$70,000 or more",23.2662674341117,24.044055037466,3.57901634742993,570
